season,player_id,role,opportunities,k_total,k_rate
2024,668952,batter,2,0,0.0
2024,663837,batter,4,3,0.75
2024,628451,batter,1,1,1.0
2024,678009,batter,4,0,0.0
2024,690993,batter,3,2,0.6666666666666666
2024,672761,batter,2,0,0.0
2024,656412,pitcher,1,2,2.0
2024,668881,pitcher,1,7,7.0
2024,682829,batter,4,3,0.75
2024,621458,batter,0,0,0.0
2024,663697,batter,4,0,0.0
2024,682622,batter,4,2,0.5
2024,666181,batter,1,1,1.0
2024,600869,batter,4,1,0.25
2024,669289,batter,1,1,1.0
2024,458677,pitcher,0,2,2.0
2024,694362,batter,2,2,1.0
2024,668715,batter,3,0,0.0
2024,518585,pitcher,0,0,0.0
2024,663886,batter,4,1,0.25
2024,608371,pitcher,0,0,0.0
2024,605361,batter,3,1,0.3333333333333333
2024,594580,pitcher,0,0,0.0
2024,656413,batter,2,1,0.5
2024,624424,batter,3,1,0.3333333333333333
2024,671218,batter,5,3,0.6
2024,624585,batter,3,1,0.3333333333333333
2024,592426,pitcher,0,1,1.0
2024,666149,batter,4,1,0.25
2024,678495,pitcher,0,1,1.0
2024,605113,batter,3,2,0.6666666666666666
2024,690986,pitcher,1,2,2.0
2024,656305,batter,3,1,0.3333333333333333
2024,689172,batter,4,1,0.25
2024,663546,pitcher,0,1,1.0
2024,664774,batter,1,1,1.0
2024,573124,pitcher,0,0,0.0
2024,682641,batter,2,1,0.5
2024,573262,batter,1,0,0.0
2024,592200,batter,1,0,0.0
2024,596103,batter,4,2,0.5
2024,647304,batter,4,1,0.25
2024,605130,pitcher,0,1,1.0
2024,661403,pitcher,0,0,0.0
2024,658648,pitcher,0,2,2.0
2024,665926,batter,0,0,0.0
2024,678877,batter,3,1,0.3333333333333333
2024,677587,batter,2,1,0.5
2024,671289,batter,2,0,0.0
2024,666310,batter,3,0,0.0
2024,671106,pitcher,1,9,9.0
2024,681807,batter,3,2,0.6666666666666666
2024,656529,pitcher,0,0,0.0
2024,608070,batter,4,0,0.0
2024,680757,batter,4,0,0.0
2024,682657,batter,2,0,0.0
2024,683769,pitcher,0,2,2.0
2024,687462,batter,1,0,0.0
2024,666182,batter,5,2,0.4
2024,663893,pitcher,0,1,1.0
2024,676391,batter,5,1,0.2
2024,662139,batter,4,1,0.25
2024,595281,batter,5,2,0.4
2024,670950,pitcher,0,2,2.0
2024,676914,batter,1,1,1.0
2024,543807,batter,3,0,0.0
2024,643338,pitcher,0,2,2.0
2024,684320,pitcher,1,6,6.0
2024,665489,batter,4,1,0.25
2024,643376,batter,5,0,0.0
2024,672386,batter,4,0,0.0
2024,657508,pitcher,0,0,0.0
2024,571745,batter,3,1,0.3333333333333333
2024,641487,batter,4,2,0.5
2024,668942,batter,2,1,0.5
2024,676092,pitcher,0,1,1.0
2024,686527,batter,4,0,0.0
2024,663728,batter,3,2,0.6666666666666666
2024,663423,pitcher,0,0,0.0
2024,664238,batter,3,1,0.3333333333333333
2024,641598,batter,4,2,0.5
2024,664034,batter,4,1,0.25
2024,642048,pitcher,0,2,2.0
2024,677594,batter,0,0,0.0
2024,660825,pitcher,0,1,1.0
2024,593871,batter,1,1,1.0
2024,670042,batter,4,0,0.0
2024,676106,pitcher,1,4,4.0
2024,667452,batter,1,0,0.0
2024,672820,batter,4,1,0.25
2024,686676,batter,3,2,0.6666666666666666
2024,683734,batter,4,1,0.25
2024,502054,batter,4,2,0.5
2024,670032,batter,2,1,0.5
2024,657757,batter,3,1,0.3333333333333333
2024,657557,batter,3,1,0.3333333333333333
2024,647336,pitcher,0,4,4.0
2024,676979,pitcher,1,5,5.0
2024,643217,batter,3,0,0.0
2024,605121,pitcher,0,0,0.0
2024,650391,batter,1,1,1.0
2024,673357,batter,4,3,0.75
2024,645305,batter,4,1,0.25
2024,669394,batter,3,0,0.0
2024,667472,batter,4,1,0.25
2024,650559,batter,3,1,0.3333333333333333
2024,623211,pitcher,0,5,5.0
2024,681146,batter,3,2,0.6666666666666666
2024,656945,pitcher,0,1,1.0
2024,669364,batter,3,0,0.0
2024,665862,batter,4,2,0.5
2024,640462,pitcher,0,2,2.0
2024,660821,batter,1,1,1.0
2024,630023,pitcher,1,5,5.0
2024,660644,batter,3,0,0.0
2024,656896,batter,4,1,0.25
2024,669016,batter,4,2,0.5
2024,621311,batter,2,2,1.0
2024,665019,batter,4,1,0.25
2024,592206,batter,4,1,0.25
2024,664761,batter,4,1,0.25
2024,642397,pitcher,0,2,2.0
2024,681082,batter,3,1,0.3333333333333333
2024,593160,batter,1,0,0.0
2024,622554,pitcher,0,3,3.0
2024,665561,batter,4,2,0.5
2024,624133,pitcher,1,7,7.0
2024,679032,batter,3,1,0.3333333333333333
2024,607208,batter,4,0,0.0
2024,614179,pitcher,0,0,0.0
2024,594807,batter,4,1,0.25
2024,680885,pitcher,1,6,6.0
2024,621345,pitcher,0,1,1.0
2024,621566,batter,2,2,1.0
2024,669221,batter,4,2,0.5
2024,642201,batter,3,1,0.3333333333333333
2024,645277,batter,4,0,0.0
2024,628452,pitcher,0,2,2.0
2024,663586,batter,3,3,1.0
2024,641729,pitcher,0,2,2.0
2024,606115,batter,3,1,0.3333333333333333
2024,672284,batter,4,1,0.25
2024,542303,batter,4,1,0.25
2024,642239,pitcher,0,1,1.0
2024,694192,batter,4,3,0.75
2024,592885,batter,4,0,0.0
2024,686217,batter,4,0,0.0
2024,655316,batter,4,0,0.0
2024,642547,pitcher,1,4,4.0
2024,663368,batter,4,0,0.0
2024,661388,batter,2,1,0.5
2024,663542,pitcher,0,0,0.0
2024,668930,batter,3,0,0.0
2024,642715,batter,4,2,0.5
2024,669060,pitcher,0,1,1.0
2024,656555,batter,3,1,0.3333333333333333
2024,669257,batter,5,2,0.4
2024,621035,batter,4,2,0.5
2024,543339,pitcher,0,1,1.0
2024,681911,pitcher,0,1,1.0
2024,571771,batter,0,0,0.0
2024,518692,batter,3,0,0.0
2024,572020,pitcher,1,3,3.0
2024,660271,batter,2,0,0.0
2024,606192,batter,5,1,0.2
2024,681624,batter,4,0,0.0
2024,666158,batter,3,0,0.0
2024,681546,batter,4,1,0.25
2024,623465,pitcher,0,1,1.0
2024,500743,batter,4,0,0.0
2024,595014,pitcher,0,1,1.0
2024,678246,batter,1,0,0.0
2024,666023,batter,3,0,0.0
2024,669674,pitcher,0,2,2.0
2024,592669,batter,4,0,0.0
2024,521692,batter,4,1,0.25
2024,641658,batter,3,0,0.0
2024,669004,batter,4,1,0.25
2024,686681,batter,1,0,0.0
2024,680118,batter,0,0,0.0
2024,686469,batter,4,0,0.0
2024,664728,batter,3,1,0.3333333333333333
2024,672580,batter,4,0,0.0
2024,607625,pitcher,1,5,5.0
2024,608717,pitcher,0,0,0.0
2024,677951,batter,4,1,0.25
2024,668845,batter,0,0,0.0
2024,680767,pitcher,0,1,1.0
2024,663898,batter,4,1,0.25
2024,669911,batter,3,1,0.3333333333333333
2024,656541,batter,3,2,0.6666666666666666
2024,641857,batter,3,0,0.0
2024,607732,batter,0,0,0.0
2024,453568,batter,4,2,0.5
2024,596295,pitcher,1,3,3.0
2024,595909,batter,4,0,0.0
2024,641755,pitcher,0,0,0.0
2024,686668,batter,2,0,0.0
2024,553869,batter,4,1,0.25
2024,678662,batter,4,0,0.0
2024,645444,batter,2,0,0.0
2024,694297,pitcher,1,6,6.0
2024,573009,pitcher,0,0,0.0
2024,592626,batter,4,1,0.25
2024,664983,batter,5,1,0.2
2024,656464,pitcher,0,4,4.0
2024,545341,batter,0,0,0.0
2024,528748,pitcher,0,1,1.0
2024,686826,pitcher,0,2,2.0
2024,672695,batter,5,2,0.4
2024,672515,batter,1,0,0.0
2024,600986,pitcher,0,1,1.0
2024,621028,batter,3,0,0.0
2024,553993,batter,3,1,0.3333333333333333
2024,682998,batter,5,1,0.2
2024,666971,batter,5,1,0.2
2024,572233,batter,5,3,0.6
2024,657044,pitcher,0,0,0.0
2024,677950,batter,0,0,0.0
2024,669134,batter,1,0,0.0
2024,673513,pitcher,0,1,1.0
2024,593974,pitcher,0,0,0.0
2024,595777,batter,5,3,0.6
2024,456781,batter,5,2,0.4
2024,701538,batter,4,1,0.25
2024,669093,pitcher,0,2,2.0
2024,444482,batter,2,0,0.0
2024,670970,pitcher,0,0,0.0
2024,543309,batter,5,2,0.4
2024,592518,batter,4,3,0.75
2024,663362,pitcher,1,6,6.0
2024,642180,batter,0,0,0.0
2024,663568,pitcher,0,1,1.0
2024,669369,batter,2,1,0.5
2024,630105,batter,5,1,0.2
2024,673490,batter,5,1,0.2
2024,650333,batter,5,0,0.0
2024,620443,batter,1,1,1.0
2024,682626,batter,3,0,0.0
2024,592325,batter,0,0,0.0
2024,640455,pitcher,1,6,6.0
2024,643446,batter,3,2,0.6666666666666666
2024,668901,batter,4,2,0.5
2024,578428,batter,3,0,0.0
2024,673380,pitcher,0,2,2.0
2024,502110,batter,4,1,0.25
2024,621466,batter,3,0,0.0
2024,624413,batter,4,1,0.25
2024,596019,batter,4,0,0.0
2024,664056,batter,1,0,0.0
2024,621242,pitcher,0,1,1.0
2024,607043,batter,4,2,0.5
2024,657585,pitcher,0,1,1.0
2024,518735,batter,0,0,0.0
2024,663698,batter,2,1,0.5
2024,682847,pitcher,1,5,5.0
2024,668804,batter,4,1,0.25
2024,665833,batter,2,2,1.0
2024,642133,batter,2,0,0.0
2024,658668,batter,2,0,0.0
2024,656582,batter,2,0,0.0
2024,663647,batter,4,0,0.0
2024,669707,batter,2,0,0.0
2024,457705,batter,3,2,0.6666666666666666
2024,670059,pitcher,0,1,1.0
2024,693312,pitcher,0,0,0.0
2024,669387,pitcher,0,1,1.0
2024,641943,batter,0,0,0.0
2024,572191,batter,2,2,1.0
2024,669261,batter,2,0,0.0
2024,693304,batter,4,2,0.5
2024,547973,pitcher,0,2,2.0
2024,669357,batter,4,1,0.25
2024,666185,batter,5,3,0.6
2024,575929,batter,5,1,0.2
2024,688297,pitcher,0,3,3.0
2024,571448,batter,5,1,0.2
2024,681676,pitcher,0,1,1.0
2024,676475,batter,3,0,0.0
2024,502671,batter,5,0,0.0
2024,672279,batter,1,0,0.0
2024,667463,pitcher,0,0,0.0
2024,686780,batter,4,2,0.5
2024,680977,batter,4,0,0.0
2024,502043,pitcher,1,8,8.0
2024,691026,batter,4,0,0.0
2024,682928,batter,4,2,0.5
2024,656180,batter,4,1,0.25
2024,608385,batter,4,0,0.0
2024,663432,pitcher,0,1,1.0
2024,676395,pitcher,0,3,3.0
2024,571670,pitcher,0,0,0.0
2024,695578,batter,2,1,0.5
2024,687792,pitcher,1,4,4.0
2024,696285,batter,4,1,0.25
2024,702358,batter,4,2,0.5
2024,660766,batter,4,1,0.25
2024,571882,pitcher,0,0,0.0
2024,657041,batter,5,3,0.6
2024,671277,batter,3,1,0.3333333333333333
2024,669016,batter,3,2,0.6666666666666666
2024,624641,batter,1,0,0.0
2024,665019,batter,2,1,0.5
2024,592206,batter,3,1,0.3333333333333333
2024,664761,batter,4,0,0.0
2024,663969,pitcher,0,7,7.0
2024,665506,batter,1,0,0.0
2024,681082,batter,4,1,0.25
2024,593160,batter,4,0,0.0
2024,621381,pitcher,0,1,1.0
2024,596117,batter,3,1,0.3333333333333333
2024,679032,batter,4,1,0.25
2024,607208,batter,3,2,0.6666666666666666
2024,675650,pitcher,1,1,1.0
2024,614179,pitcher,0,1,1.0
2024,594807,batter,4,1,0.25
2024,669276,pitcher,0,1,1.0
2024,572955,pitcher,0,2,2.0
2024,518595,batter,4,1,0.25
2024,621566,batter,4,1,0.25
2024,607481,pitcher,0,0,0.0
2024,625643,pitcher,1,6,6.0
2024,642201,batter,4,1,0.25
2024,645277,batter,3,0,0.0
2024,663586,batter,4,1,0.25
2024,606115,batter,4,1,0.25
2024,672284,batter,3,2,0.6666666666666666
2024,542303,batter,3,2,0.6666666666666666
2024,656716,batter,4,1,0.25
2024,669373,pitcher,1,13,13.0
2024,682985,batter,3,3,1.0
2024,570482,batter,4,0,0.0
2024,592192,batter,5,0,0.0
2024,668670,batter,3,0,0.0
2024,668952,batter,0,0,0.0
2024,663837,batter,5,1,0.2
2024,678009,batter,3,1,0.3333333333333333
2024,676684,pitcher,0,1,1.0
2024,690993,batter,4,1,0.25
2024,672761,batter,4,1,0.25
2024,656412,pitcher,0,1,1.0
2024,682829,batter,4,2,0.5
2024,621458,batter,1,1,1.0
2024,663697,batter,4,2,0.5
2024,642851,batter,3,2,0.6666666666666666
2024,682622,batter,4,2,0.5
2024,607259,pitcher,0,2,2.0
2024,666181,batter,3,1,0.3333333333333333
2024,600869,batter,4,2,0.5
2024,669289,batter,3,1,0.3333333333333333
2024,694362,batter,2,1,0.5
2024,668715,batter,4,1,0.25
2024,668933,pitcher,1,2,2.0
2024,571656,pitcher,0,1,1.0
2024,594580,pitcher,0,1,1.0
2024,664747,pitcher,0,2,2.0
2024,624424,batter,4,2,0.5
2024,671218,batter,4,0,0.0
2024,624585,batter,3,0,0.0
2024,666149,batter,0,0,0.0
2024,605113,batter,3,0,0.0
2024,676254,pitcher,0,0,0.0
2024,672275,batter,4,1,0.25
2024,656305,batter,4,0,0.0
2024,806185,pitcher,1,5,5.0
2024,689172,batter,4,0,0.0
2024,663546,pitcher,0,1,1.0
2024,664774,batter,4,1,0.25
2024,682641,batter,1,0,0.0
2024,573262,batter,2,1,0.5
2024,596103,batter,1,1,1.0
2024,669062,pitcher,0,1,1.0
2024,647304,batter,4,0,0.0
2024,595978,batter,2,1,0.5
2024,471911,pitcher,1,4,4.0
2024,661403,pitcher,0,0,0.0
2024,682177,batter,3,1,0.3333333333333333
2024,665926,batter,4,1,0.25
2024,678877,batter,1,1,1.0
2024,677587,batter,3,1,0.3333333333333333
2024,671289,batter,3,0,0.0
2024,666310,batter,2,0,0.0
2024,671922,pitcher,0,1,1.0
2024,608070,batter,4,1,0.25
2024,680757,batter,4,1,0.25
2024,682657,batter,1,0,0.0
2024,683769,pitcher,0,0,0.0
2024,682120,pitcher,0,1,1.0
2024,667452,batter,0,0,0.0
2024,672820,batter,4,1,0.25
2024,686676,batter,4,0,0.0
2024,605154,pitcher,0,1,1.0
2024,683734,batter,2,0,0.0
2024,502054,batter,5,3,0.6
2024,657757,batter,5,1,0.2
2024,657557,batter,3,1,0.3333333333333333
2024,656629,pitcher,0,0,0.0
2024,686563,pitcher,1,3,3.0
2024,621383,pitcher,0,0,0.0
2024,650391,batter,5,2,0.4
2024,664901,batter,3,0,0.0
2024,673357,batter,5,1,0.2
2024,669394,batter,5,2,0.4
2024,667472,batter,3,1,0.3333333333333333
2024,650559,batter,2,0,0.0
2024,624503,batter,1,0,0.0
2024,665795,pitcher,1,4,4.0
2024,605137,batter,4,0,0.0
2024,676534,pitcher,0,2,2.0
2024,669364,batter,4,0,0.0
2024,663743,batter,3,0,0.0
2024,669622,pitcher,0,0,0.0
2024,665862,batter,4,0,0.0
2024,660821,batter,4,0,0.0
2024,660644,batter,2,1,0.5
2024,686539,pitcher,0,2,2.0
2024,677053,pitcher,0,1,1.0
2024,608638,pitcher,0,0,0.0
2024,656896,batter,0,0,0.0
2024,650556,pitcher,0,1,1.0
2024,663550,batter,0,0,0.0
2024,572138,batter,4,1,0.25
2024,643289,batter,4,1,0.25
2024,623352,pitcher,0,0,0.0
2024,623352,batter,0,0,0.0
2024,608324,batter,4,1,0.25
2024,676694,batter,2,0,0.0
2024,663967,batter,1,0,0.0
2024,514888,batter,4,1,0.25
2024,694388,batter,1,0,0.0
2024,665161,batter,4,0,0.0
2024,687911,pitcher,0,1,1.0
2024,519151,pitcher,0,0,0.0
2024,519151,batter,0,0,0.0
2024,681293,pitcher,1,6,6.0
2024,676801,batter,3,1,0.3333333333333333
2024,673237,batter,4,2,0.5
2024,661395,pitcher,0,1,1.0
2024,686797,batter,4,0,0.0
2024,680573,pitcher,1,4,4.0
2024,650489,batter,4,0,0.0
2024,622534,batter,2,0,0.0
2024,571657,batter,2,2,1.0
2024,622251,pitcher,0,0,0.0
2024,643377,pitcher,0,2,2.0
2024,621043,batter,0,0,0.0
2024,669304,batter,1,0,0.0
2024,596146,batter,3,0,0.0
2024,663616,batter,3,2,0.6666666666666666
2024,621439,batter,4,2,0.5
2024,467793,batter,4,1,0.25
2024,543877,batter,4,1,0.25
2024,670242,batter,1,0,0.0
2024,669374,batter,0,0,0.0
2024,666160,batter,3,1,0.3333333333333333
2024,687263,batter,4,1,0.25
2024,641645,batter,3,0,0.0
2024,667755,pitcher,1,3,3.0
2024,519326,pitcher,0,1,1.0
2024,621493,batter,4,1,0.25
2024,592273,batter,4,0,0.0
2024,519043,pitcher,0,0,0.0
2024,666176,batter,3,0,0.0
2024,694384,batter,4,0,0.0
2024,641432,batter,2,0,0.0
2024,608032,pitcher,0,1,1.0
2024,607680,batter,1,0,0.0
2024,681351,batter,3,0,0.0
2024,666624,batter,4,2,0.5
2024,687863,pitcher,0,0,0.0
2024,593576,pitcher,0,1,1.0
2024,664023,batter,3,0,0.0
2024,669713,pitcher,1,2,2.0
2024,683737,batter,4,2,0.5
2024,665804,batter,3,0,0.0
2024,670156,batter,2,0,0.0
2024,673548,batter,3,1,0.3333333333333333
2024,641355,batter,4,0,0.0
2024,623520,batter,1,0,0.0
2024,621020,batter,3,0,0.0
2024,681432,pitcher,0,0,0.0
2024,663538,batter,2,0,0.0
2024,542888,pitcher,0,1,1.0
2024,670623,batter,4,2,0.5
2024,676609,batter,3,1,0.3333333333333333
2024,666163,batter,3,0,0.0
2024,664040,batter,4,1,0.25
2024,680700,batter,3,0,0.0
2024,668227,batter,3,0,0.0
2024,676356,batter,3,2,0.6666666666666666
2024,664076,pitcher,0,1,1.0
2024,670955,pitcher,0,1,1.0
2024,666139,batter,4,1,0.25
2024,621363,pitcher,0,2,2.0
2024,641793,pitcher,1,5,5.0
2024,650490,batter,4,1,0.25
2024,641680,batter,5,0,0.0
2024,694671,batter,5,0,0.0
2024,665750,batter,5,1,0.2
2024,663993,batter,4,3,0.75
2024,681982,pitcher,0,3,3.0
2024,608369,batter,4,1,0.25
2024,543760,batter,4,1,0.25
2024,680716,batter,1,1,1.0
2024,608671,batter,3,0,0.0
2024,669701,batter,5,2,0.4
2024,543257,batter,1,0,0.0
2024,543135,pitcher,1,5,5.0
2024,656537,batter,5,1,0.2
2024,624428,batter,4,1,0.25
2024,666023,batter,3,2,0.6666666666666666
2024,592669,batter,0,0,0.0
2024,521692,batter,5,0,0.0
2024,663903,pitcher,1,7,7.0
2024,641658,batter,0,0,0.0
2024,679845,batter,0,0,0.0
2024,669004,batter,4,1,0.25
2024,663460,pitcher,0,2,2.0
2024,686681,batter,4,0,0.0
2024,686469,batter,5,0,0.0
2024,664728,batter,4,1,0.25
2024,672580,batter,3,0,0.0
2024,672582,pitcher,0,1,1.0
2024,677951,batter,5,1,0.2
2024,668845,batter,3,0,0.0
2024,669911,batter,2,1,0.5
2024,641857,batter,4,1,0.25
2024,607732,batter,4,2,0.5
2024,453568,batter,3,2,0.6666666666666666
2024,621389,pitcher,0,0,0.0
2024,666134,batter,2,0,0.0
2024,595909,batter,3,0,0.0
2024,696100,batter,1,0,0.0
2024,664875,pitcher,0,1,1.0
2024,685299,pitcher,1,4,4.0
2024,683232,pitcher,0,1,1.0
2024,686668,batter,4,1,0.25
2024,678662,batter,4,3,0.75
2024,683002,batter,5,0,0.0
2024,622761,batter,0,0,0.0
2024,623993,batter,5,1,0.2
2024,663624,batter,3,1,0.3333333333333333
2024,668939,batter,5,0,0.0
2024,680570,pitcher,1,8,8.0
2024,657097,pitcher,0,1,1.0
2024,677008,batter,4,2,0.5
2024,676059,batter,4,0,0.0
2024,669720,batter,0,0,0.0
2024,602104,batter,2,0,0.0
2024,666974,pitcher,0,2,2.0
2024,518886,pitcher,0,2,2.0
2024,656811,batter,4,1,0.25
2024,656775,batter,4,2,0.5
2024,671732,batter,4,3,0.75
2024,667670,batter,3,1,0.3333333333333333
2024,680869,batter,4,3,0.75
2024,518397,pitcher,0,0,0.0
2024,687765,pitcher,1,5,5.0
2024,680474,batter,4,2,0.5
2024,674370,pitcher,0,1,1.0
2024,691016,batter,3,0,0.0
2024,668674,pitcher,0,1,1.0
2024,609280,batter,4,0,0.0
2024,695391,batter,3,0,0.0
2024,668832,batter,1,1,1.0
2024,669127,batter,3,3,1.0
2024,668709,batter,4,0,0.0
2024,573009,pitcher,0,0,0.0
2024,592626,batter,3,1,0.3333333333333333
2024,664983,batter,3,0,0.0
2024,545341,batter,2,0,0.0
2024,686826,pitcher,0,0,0.0
2024,669194,pitcher,1,5,5.0
2024,679885,pitcher,0,0,0.0
2024,672695,batter,3,1,0.3333333333333333
2024,672515,batter,5,0,0.0
2024,621028,batter,4,0,0.0
2024,553993,batter,4,1,0.25
2024,682998,batter,4,2,0.5
2024,572233,batter,4,2,0.5
2024,677950,batter,4,1,0.25
2024,669134,batter,3,0,0.0
2024,595777,batter,2,0,0.0
2024,456781,batter,3,2,0.6666666666666666
2024,701538,batter,3,0,0.0
2024,660853,pitcher,0,0,0.0
2024,444482,batter,3,1,0.3333333333333333
2024,656302,pitcher,1,8,8.0
2024,592518,batter,4,0,0.0
2024,642180,batter,1,0,0.0
2024,669369,batter,1,0,0.0
2024,656354,pitcher,0,0,0.0
2024,630105,batter,4,1,0.25
2024,673490,batter,3,1,0.3333333333333333
2024,650333,batter,3,0,0.0
2024,687462,batter,5,0,0.0
2024,666182,batter,4,1,0.25
2024,663893,pitcher,0,0,0.0
2024,662139,batter,4,1,0.25
2024,595281,batter,4,2,0.5
2024,647315,pitcher,0,0,0.0
2024,676914,batter,1,1,1.0
2024,621244,pitcher,1,10,10.0
2024,543807,batter,5,2,0.4
2024,643338,pitcher,0,2,2.0
2024,665489,batter,4,0,0.0
2024,643376,batter,0,0,0.0
2024,677870,batter,3,0,0.0
2024,663878,pitcher,0,1,1.0
2024,650893,pitcher,0,1,1.0
2024,672386,batter,3,1,0.3333333333333333
2024,457759,batter,5,3,0.6
2024,672642,batter,0,0,0.0
2024,645302,batter,1,0,0.0
2024,571745,batter,1,1,1.0
2024,641487,batter,6,2,0.3333333333333333
2024,668942,batter,3,3,1.0
2024,676092,pitcher,0,1,1.0
2024,686527,batter,3,0,0.0
2024,663728,batter,6,1,0.16666666666666666
2024,608723,pitcher,0,1,1.0
2024,592773,pitcher,0,1,1.0
2024,669208,batter,0,0,0.0
2024,669923,pitcher,1,8,8.0
2024,664238,batter,1,0,0.0
2024,662253,pitcher,0,0,0.0
2024,641598,batter,5,1,0.2
2024,664034,batter,5,2,0.4
2024,677594,batter,0,0,0.0
2024,593871,batter,4,2,0.5
2024,670042,batter,5,2,0.4
2024,694192,batter,4,1,0.25
2024,592885,batter,4,0,0.0
2024,669003,batter,4,1,0.25
2024,663368,batter,5,1,0.2
2024,665625,pitcher,0,3,3.0
2024,681962,batter,4,0,0.0
2024,668930,batter,3,0,0.0
2024,606992,batter,4,2,0.5
2024,596001,pitcher,0,3,3.0
2024,572971,pitcher,1,0,0.0
2024,642715,batter,4,1,0.25
2024,656555,batter,3,3,1.0
2024,656730,pitcher,0,3,3.0
2024,669257,batter,4,1,0.25
2024,621035,batter,3,1,0.3333333333333333
2024,642232,pitcher,0,3,3.0
2024,571771,batter,4,1,0.25
2024,607455,pitcher,0,1,1.0
2024,518692,batter,3,0,0.0
2024,670990,pitcher,0,1,1.0
2024,660271,batter,5,2,0.4
2024,624415,batter,1,1,1.0
2024,680736,pitcher,1,4,4.0
2024,606192,batter,3,1,0.3333333333333333
2024,681624,batter,4,0,0.0
2024,666158,batter,1,0,0.0
2024,681546,batter,1,0,0.0
2024,500743,batter,2,0,0.0
2024,678246,batter,4,2,0.5
2024,657136,batter,4,1,0.25
2024,641933,batter,4,2,0.5
2024,445276,pitcher,0,1,1.0
2024,677800,batter,3,3,1.0
2024,676710,pitcher,1,4,4.0
2024,642086,batter,3,1,0.3333333333333333
2024,686580,pitcher,0,1,1.0
2024,666152,batter,4,3,0.75
2024,646240,batter,4,1,0.25
2024,680776,batter,3,1,0.3333333333333333
2024,678882,batter,3,0,0.0
2024,807799,batter,4,1,0.25
2024,543859,pitcher,0,1,1.0
2024,518934,batter,3,0,0.0
2024,596133,pitcher,0,3,3.0
2024,665828,batter,2,0,0.0
2024,657077,batter,3,0,0.0
2024,592450,batter,4,3,0.75
2024,669224,batter,3,0,0.0
2024,700250,batter,4,2,0.5
2024,683011,batter,3,0,0.0
2024,665742,batter,4,0,0.0
2024,661563,pitcher,1,9,9.0
2024,663757,batter,3,1,0.3333333333333333
2024,620443,batter,4,1,0.25
2024,682626,batter,4,1,0.25
2024,643446,batter,4,1,0.25
2024,668901,batter,4,1,0.25
2024,578428,batter,4,0,0.0
2024,624413,batter,4,0,0.0
2024,596019,batter,3,1,0.3333333333333333
2024,664056,batter,3,0,0.0
2024,607043,batter,4,1,0.25
2024,681035,pitcher,1,3,3.0
2024,605288,pitcher,0,2,2.0
2024,679358,pitcher,0,0,0.0
2024,663698,batter,3,1,0.3333333333333333
2024,668804,batter,3,1,0.3333333333333333
2024,665833,batter,3,0,0.0
2024,642133,batter,4,0,0.0
2024,663647,batter,1,0,0.0
2024,669707,batter,3,1,0.3333333333333333
2024,656605,pitcher,1,6,6.0
2024,457705,batter,3,1,0.3333333333333333
2024,641703,pitcher,0,0,0.0
2024,641943,batter,4,0,0.0
2024,669261,batter,4,1,0.25
2024,693304,batter,4,0,0.0
2024,669357,batter,4,1,0.25
2024,575929,batter,3,3,1.0
2024,571448,batter,4,0,0.0
2024,571945,pitcher,1,3,3.0
2024,663457,batter,4,2,0.5
2024,668941,pitcher,0,0,0.0
2024,676475,batter,5,1,0.2
2024,502671,batter,5,0,0.0
2024,672279,batter,4,0,0.0
2024,680977,batter,4,0,0.0
2024,552640,pitcher,0,1,1.0
2024,691026,batter,5,2,0.4
2024,682928,batter,4,0,0.0
2024,623912,batter,1,0,0.0
2024,608385,batter,3,0,0.0
2024,545121,batter,1,0,0.0
2024,672851,pitcher,0,1,1.0
2024,695578,batter,4,2,0.5
2024,696285,batter,3,1,0.3333333333333333
2024,702358,batter,3,1,0.3333333333333333
2024,680730,pitcher,1,6,6.0
2024,660766,batter,4,0,0.0
2024,660688,batter,4,0,0.0
2024,606930,pitcher,0,2,2.0
2024,657041,batter,4,0,0.0
2024,671277,batter,3,0,0.0
2024,647304,batter,3,0,0.0
2024,680704,pitcher,0,1,1.0
2024,605130,pitcher,0,0,0.0
2024,682177,batter,2,1,0.5
2024,665926,batter,3,0,0.0
2024,677587,batter,3,0,0.0
2024,671289,batter,1,0,0.0
2024,666310,batter,2,2,1.0
2024,681807,batter,3,1,0.3333333333333333
2024,656529,pitcher,0,1,1.0
2024,608070,batter,3,1,0.3333333333333333
2024,680757,batter,4,0,0.0
2024,682657,batter,4,0,0.0
2024,668909,pitcher,1,5,5.0
2024,682120,pitcher,0,0,0.0
2024,656716,batter,3,0,0.0
2024,571946,pitcher,0,1,1.0
2024,595879,batter,3,0,0.0
2024,682985,batter,4,0,0.0
2024,663947,pitcher,0,0,0.0
2024,570482,batter,4,1,0.25
2024,592192,batter,3,2,0.6666666666666666
2024,672456,pitcher,1,4,4.0
2024,668670,batter,3,1,0.3333333333333333
2024,668731,batter,3,2,0.6666666666666666
2024,690993,batter,3,1,0.3333333333333333
2024,672761,batter,4,0,0.0
2024,663372,pitcher,1,6,6.0
2024,668845,batter,3,2,0.6666666666666666
2024,663898,batter,3,1,0.3333333333333333
2024,669911,batter,2,1,0.5
2024,641857,batter,4,1,0.25
2024,453568,batter,4,0,0.0
2024,595909,batter,1,1,1.0
2024,696100,batter,2,1,0.5
2024,641755,pitcher,0,2,2.0
2024,686668,batter,2,0,0.0
2024,553869,batter,4,2,0.5
2024,678662,batter,4,0,0.0
